instrument_token,tradingsymbol,name,exchange,instrument_type,segment,lot_size,tick_size
3828225,76AP29-SG,""SDL AP 7.6% 2029"",NSE,EQ,NSE,1,0.05
4905985,76AP34-SG,""SDL AP 7.6% 2034"",NSE,EQ,NSE,1,0.05
5515009,76AP44-SG,""SDL AP 7.6% 2044"",NSE,EQ,NSE,1,0.05
3242753,76GJ32-SG,""SDL GJ 7.6% 2032"",NSE,EQ,NSE,1,0.05
5758209,76GJ33-SG,""SDL GJ 7.6% 2033"",NSE,EQ,NSE,1,0.05
3611393,76GJ35-SG,""SDL GJ 7.6% 2035"",NSE,EQ,NSE,1,0.05
876801,76IGT26-ND,"",NSE,EQ,NSE,1,0.05
3610369,76JK35-SG,""SDL JK 7.6% 2035"",NSE,EQ,NSE,1,0.05
5023489,76JK53-SG,""SDL JK 7.6% 2053"",NSE,EQ,NSE,1,0.05
5170433,76JK53A-SG,""SDL JK 7.6% 2053"",NSE,EQ,NSE,1,0.05
3390721,76KA32-SG,""SDL KA 7.6% 2032"",NSE,EQ,NSE,1,0.05
3423745,76KA32A-SG,""SDL KA 7.6% 2032"",NSE,EQ,NSE,1,0.05
3481857,76KA33-SG,""SDL KA 7.6% 2033"",NSE,EQ,NSE,1,0.05
5309441,76KA38-SG,""SDL KA 7.6% 2038"",NSE,EQ,NSE,1,0.05
3561217,76KL45-SG,""SDL KL 7.6% 2045"",NSE,EQ,NSE,1,0.05
5615105,76MH30-SG,""SDL MH 7.6% 2030"",NSE,EQ,NSE,1,0.05
3072769,76NHAI31-NA,"",NSE,EQ,NSE,1,0.05
5757953,76TN31-SG,""SDL TN 7.6% 2031"",NSE,EQ,NSE,1,0.05
2744321,76TN32-SG,""SDL TN 7.6% 2032"",NSE,EQ,NSE,1,0.05
5514753,76TS43-SG,""SDL TS 7.6% 2043"",NSE,EQ,NSE,1,0.05
5516033,76TS47-SG,""SDL TS 7.6% 2047"",NSE,EQ,NSE,1,0.05
2488833,770MH32-SG,""SDL MH 7.70% 2032"",NSE,EQ,NSE,1,0.05
6092033,770NABAR27-N4,"",NSE,EQ,NSE,1,0.05
6117377,770RECL26-NR,"",NSE,EQ,NSE,1,0.05
193579777,770SHFL27-N0,"",NSE,EQ,NSE,1,0.05
6952449,770SHFL29-N0,"",NSE,EQ,NSE,1,0.05
7467265,770SUNF28-N0,"",NSE,EQ,NSE,1,0.05
7372033,770TPREL34-N0,"",NSE,EQ,NSE,1,0.05
6615041,7712TCHF28-N0,"",NSE,EQ,NSE,1,0.05
5240833,771AP31-SG,""SDL AP 7.71% 2031"",NSE,EQ,NSE,1,0.05
2486017,771AP32-SG,""SDL AP 7.71% 2032"",NSE,EQ,NSE,1,0.05
3653121,771AP33-SG,""SDL AP 7.71% 2033"",NSE,EQ,NSE,1,0.05
3829505,771AP33A-SG,""SDL AP 7.71% 2033"",NSE,EQ,NSE,1,0.05
2887937,771AP34-SG,""SDL AP 7.71% 2034"",NSE,EQ,NSE,1,0.05
3576833,771AP36-SG,""SDL AP 7.71% 2036"",NSE,EQ,NSE,1,0.05
2777089,771AP37-SG,""SDL AP 7.71% 2037"",NSE,EQ,NSE,1,0.05
5221889,771AP37A-SG,""SDL AP 7.71% 2037"",NSE,EQ,NSE,1,0.05
2776833,771AP39-SG,""SDL AP 7.71% 2039"",NSE,EQ,NSE,1,0.05
2776577,771AP42-SG,""SDL AP 7.71% 2042"",NSE,EQ,NSE,1,0.05
3624961,771AS33-SG,""SDL AS 7.71% 2033"",NSE,EQ,NSE,1,0.05
3694337,771BR33-SG,""SDL BR 7.71% 2033"",NSE,EQ,NSE,1,0.05
3679745,771GJ33-SG,""SDL GJ 7.71% 2033"",NSE,EQ,NSE,1,0.05
3694593,771GJ34-SG,""SDL GJ 7.71% 2034"",NSE,EQ,NSE,1,0.05
5312769,771HDFCB33-N0,"",NSE,EQ,NSE,1,0.05
5208065,771HR33-SG,""SDL HR 7.71% 2033"",NSE,EQ,NSE,1,0.05
5241601,771HR33A-SG,""SDL HR 7.71% 2033"",NSE,EQ,NSE,1,0.05
5310977,771JK48-SG,""SDL JK 7.71% 2048"",NSE,EQ,NSE,1,0.05
5242369,771KA36-SG,""SDL KA 7.71% 2036"",NSE,EQ,NSE,1,0.05
5448449,771KA38-SG,""SDL KA 7.71% 2038"",NSE,EQ,NSE,1,0.05
2776321,771KL42-SG,""SDL KL 7.71% 2042"",NSE,EQ,NSE,1,0.05
5213185,771KL43-SG,""SDL KL 7.71% 2043"",NSE,EQ,NSE,1,0.05
5097217,771MH33-SG,""SDL MH 7.71% 2033"",NSE,EQ,NSE,1,0.05
2889217,771MN32-SG,""SDL MN 7.71% 2032"",NSE,EQ,NSE,1,0.05
5601025,771MP40-SG,""SDL MP 7.71% 2040"",NSE,EQ,NSE,1,0.05
193502977,771NIIF35-N0,"",NSE,EQ,NSE,1,0.05
5496321,771REC27-NJ,"",NSE,EQ,NSE,1,0.05
5021953,771RJ33-SG,""SDL RJ 7.71% 2033"",NSE,EQ,NSE,1,0.05
4987393,771UK33-SG,""SDL UK 7.71% 2033"",NSE,EQ,NSE,1,0.05
5055489,771UP33-SG,""SDL UP 7.71% 2033"",NSE,EQ,NSE,1,0.05
3581697,771WB39-SG,""SDL WB 7.71% 2039"",NSE,EQ,NSE,1,0.05
5212673,771WB41-SG,""SDL WB 7.71% 2041"",NSE,EQ,NSE,1,0.05
5212929,771WB43-SG,""SDL WB 7.71% 2043"",NSE,EQ,NSE,1,0.05
2694913,772AP34-SG,""SDL AP 7.72% 2034"",NSE,EQ,NSE,1,0.05
2743809,772AP35-SG,""SDL AP 7.72% 2035"",NSE,EQ,NSE,1,0.05
5022721,772AP36-SG,""SDL AP 7.72% 2036"",NSE,EQ,NSE,1,0.05
5166849,772AP38-SG,""SDL AP 7.72% 2038"",NSE,EQ,NSE,1,0.05
5050625,772AP41-SG,""SDL AP 7.72% 2041"",NSE,EQ,NSE,1,0.05
3721985,772AS33-SG,""SDL AS 7.72% 2033"",NSE,EQ,NSE,1,0.05
3625217,772BR33-SG,""SDL BR 7.72% 2033"",NSE,EQ,NSE,1,0.05
3680001,772BR33A-SG,""SDL BR 7.72% 2033"",NSE,EQ,NSE,1,0.05
3748609,772GJ34-SG,""SDL GJ 7.72% 2034"",NSE,EQ,NSE,1,0.05
3725569,772GJ35-SG,""SDL GJ 7.72% 2035"",NSE,EQ,NSE,1,0.05
2458625,772GS2049-GS,""GOI LOAN 7.72% 2049"",NSE,EQ,NSE,1,0.05
1826817,772GS2055-GS,""GOI LOAN 7.72% 2055"",NSE,EQ,NSE,1,0.05
3747073,772HP31-SG,""SDL HP 7.72% 2031"",NSE,EQ,NSE,1,0.05
3747329,772HR32-SG,""SDL HR 7.72% 2032"",NSE,EQ,NSE,1,0.05
5220609,772HR33-SG,""SDL HR 7.72% 2033"",NSE,EQ,NSE,1,0.05
5094657,772HR35-SG,""SDL HR 7.72% 2035"",NSE,EQ,NSE,1,0.05
888321,772IGT31-NK,"",NSE,EQ,NSE,1,0.05
2487553,772JK32-SG,""SDL JK 7.72% 2032"",NSE,EQ,NSE,1,0.05
5362433,772JK43-SG,""SDL JK 7.72% 2043"",NSE,EQ,NSE,1,0.05
5221377,772KA35-SG,""SDL KA 7.72% 2035"",NSE,EQ,NSE,1,0.05
5242113,772KA35A-SG,""SDL KA 7.72% 2035"",NSE,EQ,NSE,1,0.05
5447937,772KA37-SG,""SDL KA 7.72% 2037"",NSE,EQ,NSE,1,0.05
3677953,772MH31-SG,""SDL MH 7.72% 2031"",NSE,EQ,NSE,1,0.05
3747585,772MH32-SG,""SDL MH 7.72% 2032"",NSE,EQ,NSE,1,0.05
2489345,772MH34-SG,""SDL MH 7.72% 2034"",NSE,EQ,NSE,1,0.05
5445377,772MH35-SG,""SDL MH 7.72% 2035"",NSE,EQ,NSE,1,0.05
4996353,772ML31-SG,""SDL ML 7.72% 2031"",NSE,EQ,NSE,1,0.05
2487809,772MN32-SG,""SDL MN 7.72% 2032"",NSE,EQ,NSE,1,0.05
3578113,772MP38-SG,""SDL MP 7.72% 2038"",NSE,EQ,NSE,1,0.05
5001985,772MZ38-SG,""SDL MZ 7.72% 2038"",NSE,EQ,NSE,1,0.05
5097473,772RJ33-SG,""SDL RJ 7.72% 2033"",NSE,EQ,NSE,1,0.05
2489601,772RJ35-SG,""SDL RJ 7.72% 2035"",NSE,EQ,NSE,1,0.05
6419969,772TIL34-N0,"",NSE,EQ,NSE,1,0.05
5022209,772TN33-SG,""SDL TN 7.72% 2033"",NSE,EQ,NSE,1,0.05
5444865,772TN34-SG,""SDL TN 7.72% 2034"",NSE,EQ,NSE,1,0.05
5019905,772TS35-SG,""SDL TS 7.72% 2035"",NSE,EQ,NSE,1,0.05
5094913,772TS36-SG,""SDL TS 7.72% 2036"",NSE,EQ,NSE,1,0.05
3699713,772TS46-SG,""SDL TS 7.72% 2046"",NSE,EQ,NSE,1,0.05
5094401,772UP34-SG,""SDL UP 7.72% 2034"",NSE,EQ,NSE,1,0.05
3577089,772UP36-SG,""SDL UP 7.72% 2036"",NSE,EQ,NSE,1,0.05
5222145,772WB37-SG,""SDL WB 7.72% 2037"",NSE,EQ,NSE,1,0.05
2891521,772WB38-SG,""SDL WB 7.72% 2038"",NSE,EQ,NSE,1,0.05
3747841,773AP32-SG,""SDL AP 7.73% 2032"",NSE,EQ,NSE,1,0.05
5220097,773AP32A-SG,""SDL AP 7.73% 2032"",NSE,EQ,NSE,1,0.05
2969089,773BR32-SG,""SDL BR 7.73% 2032"",NSE,EQ,NSE,1,0.05
3720705,773BR33-SG,""SDL BR 7.73% 2033"",NSE,EQ,NSE,1,0.05
5095425,773BR38-SG,""SDL BR 7.73% 2038"",NSE,EQ,NSE,1,0.05
5418753,773BR39-SG,""SDL BR 7.73% 2039"",NSE,EQ,NSE,1,0.05
5513985,773BR39A-SG,""SDL BR 7.73% 2039"",NSE,EQ,NSE,1,0.05
5054977,773CG31-SG,""SDL CG 7.73% 2031"",NSE,EQ,NSE,1,0.05
5047553,773GA33-SG,""SDL GA 7.73% 2033"",NSE,EQ,NSE,1,0.05
5388545,773GJ29-SG,""SDL GJ 7.73% 2029"",NSE,EQ,NSE,1,0.05
2725889,773GJ32-SG,""SDL GJ 7.73% 2032"",NSE,EQ,NSE,1,0.05
3750913,773GJ36-SG,""SDL GJ 7.73% 2036"",NSE,EQ,NSE,1,0.05
1824513,773GS2034-GS,""GOI LOAN 7.73% 2034"",NSE,EQ,NSE,1,0.05
3678465,773HR32-SG,""SDL HR 7.73% 2032"",NSE,EQ,NSE,1,0.05
2416897,773HR33-SG,""SDL HR 7.73% 2033"",NSE,EQ,NSE,1,0.05
5209601,773KA34-SG,""SDL KA 7.73% 2034"",NSE,EQ,NSE,1,0.05
5048577,773KA35-SG,""SDL KA 7.73% 2035"",NSE,EQ,NSE,1,0.05
5417729,773KA35A-SG,""SDL KA 7.73% 2035"",NSE,EQ,NSE,1,0.05
5049089,773KA36-SG,""SDL KA 7.73% 2036"",NSE,EQ,NSE,1,0.05
5585409,773KA41-SG,""SDL KA 7.73% 2041"",NSE,EQ,NSE,1,0.05
5951489,773LIC34-N2,"",NSE,EQ,NSE,1,0.05
7718145,773LICH27-N0,"",NSE,EQ,NSE,1,0.05
3793665,773MH32-SG,""SDL MH 7.73% 2032"",NSE,EQ,NSE,1,0.05
3749121,773MH34-SG,""SDL MH 7.73% 2034"",NSE,EQ,NSE,1,0.05
5445889,773MH36-SG,""SDL MH 7.73% 2036"",NSE,EQ,NSE,1,0.05
5020417,773MN35-SG,""SDL MN 7.73% 2035"",NSE,EQ,NSE,1,0.05
5599233,773MZ39-SG,""SDL MZ 7.73% 2039"",NSE,EQ,NSE,1,0.05
5047297,773RJ33-SG,""SDL RJ 7.73% 2033"",NSE,EQ,NSE,1,0.05
3578625,773RJ38-SG,""SDL RJ 7.73% 2038"",NSE,EQ,NSE,1,0.05
7450369,773TCHFL30-N0,"",NSE,EQ,NSE,1,0.05
7597057,773TIL35-N0,"",NSE,EQ,NSE,1,0.05
3695617,773TS34-SG,""SDL TS 7.73% 2034"",NSE,EQ,NSE,1,0.05
5168385,773TS40-SG,""SDL TS 7.73% 2040"",NSE,EQ,NSE,1,0.05
3721729,773UP33-SG,""SDL UP 7.73% 2033"",NSE,EQ,NSE,1,0.05
5092097,773UP33A-SG,""SDL UP 7.73% 2033"",NSE,EQ,NSE,1,0.05
5165825,773UP34-SG,""SDL UP 7.73% 2034"",NSE,EQ,NSE,1,0.05
5166081,773UP35-SG,""SDL UP 7.73% 2035"",NSE,EQ,NSE,1,0.05
2488065,773WB32-SG,""SDL WB 7.73% 2032"",NSE,EQ,NSE,1,0.05
2725633,774AP31-SG,""SDL AP 7.74% 2031"",NSE,EQ,NSE,1,0.05
3679489,774AP32-SG,""SDL AP 7.74% 2032"",NSE,EQ,NSE,1,0.05
5415169,774AP32A-SG,""SDL AP 7.74% 2032"",NSE,EQ,NSE,1,0.05
5049345,774AP36-SG,""SDL AP 7.74% 2036"",NSE,EQ,NSE,1,0.05
5417985,774AP36A-SG,""SDL AP 7.74% 2036"",NSE,EQ,NSE,1,0.05
2744065,774AP38-SG,""SDL AP 7.74% 2038"",NSE,EQ,NSE,1,0.05
2922753,774AP42-SG,""SDL AP 7.74% 2042"",NSE,EQ,NSE,1,0.05
5092353,774AS33-SG,""SDL AS 7.74% 2033"",NSE,EQ,NSE,1,0.05
5241857,774AS33A-SG,""SDL AS 7.74% 2033"",NSE,EQ,NSE,1,0.05
5222657,774BR38-SG,""SDL BR 7.74% 2038"",NSE,EQ,NSE,1,0.05
5600513,774BR39-SG,""SDL BR 7.74% 2039"",NSE,EQ,NSE,1,0.05
5207553,774CG31-SG,""SDL CG 7.74% 2031"",NSE,EQ,NSE,1,0.05
2968833,774GA32-SG,""SDL GA 7.74% 2032"",NSE,EQ,NSE,1,0.05
5167105,774HP38-SG,""SDL HP 7.74% 2038"",NSE,EQ,NSE,1,0.05
2989057,774HR29-SG,""SDL HR 7.74% 2029"",NSE,EQ,NSE,1,0.05
3792385,774HR31-SG,""SDL HR 7.74% 2031"",NSE,EQ,NSE,1,0.05
2417665,774HR35-SG,""SDL HR 7.74% 2035"",NSE,EQ,NSE,1,0.05
5127681,774IREDA31-N7,"",NSE,EQ,NSE,1,0.05
7802625,774IREDA35-N0,"",NSE,EQ,NSE,1,0.05
5213441,774JK43-SG,""SDL JK 7.74% 2043"",NSE,EQ,NSE,1,0.05
5415681,774KA34-SG,""SDL KA 7.74% 2034"",NSE,EQ,NSE,1,0.05
5446145,774KA36-SG,""SDL KA 7.74% 2036"",NSE,EQ,NSE,1,0.05
3151617,774KA37-SG,""SDL KA 7.74% 2037"",NSE,EQ,NSE,1,0.05
6412033,774LIC28-N0,"",NSE,EQ,NSE,1,0.05
6983681,774LICH27-N0,"",NSE,EQ,NSE,1,0.05
3680769,774MH33-SG,""SDL MH 7.74% 2033"",NSE,EQ,NSE,1,0.05
3751937,774MP43-SG,""SDL MP 7.74% 2043"",NSE,EQ,NSE,1,0.05
2698241,774MZ33-SG,""SDL MZ 7.74% 2033"",NSE,EQ,NSE,1,0.05
3726849,774MZ38-SG,""SDL MZ 7.74% 2038"",NSE,EQ,NSE,1,0.05
3751169,774PN39-SG,""SDL PN 7.74% 2039"",NSE,EQ,NSE,1,0.05
7308801,774PSB34-N0,"",NSE,EQ,NSE,1,0.05
5208833,774RJ33-SG,""SDL RJ 7.74% 2033"",NSE,EQ,NSE,1,0.05
5220865,774RJ33A-SG,""SDL RJ 7.74% 2033"",NSE,EQ,NSE,1,0.05
5415937,774RJ34-SG,""SDL RJ 7.74% 2034"",NSE,EQ,NSE,1,0.05
5050369,774RJ39-SG,""SDL RJ 7.74% 2039"",NSE,EQ,NSE,1,0.05
3751425,774RJ40-SG,""SDL RJ 7.74% 2040"",NSE,EQ,NSE,1,0.05
2923009,774RJ42-SG,""SDL RJ 7.74% 2042"",NSE,EQ,NSE,1,0.05
3753729,774RJ49-SG,""SDL RJ 7.74% 2049"",NSE,EQ,NSE,1,0.05
5210113,774TS35-SG,""SDL TS 7.74% 2035"",NSE,EQ,NSE,1,0.05
2760449,774TS45-SG,""SDL TS 7.74% 2045"",NSE,EQ,NSE,1,0.05
2760705,774TS46-SG,""SDL TS 7.74% 2046"",NSE,EQ,NSE,1,0.05
3752961,774TS48-SG,""SDL TS 7.74% 2048"",NSE,EQ,NSE,1,0.05
3680257,774UK33-SG,""SDL UK 7.74% 2033"",NSE,EQ,NSE,1,0.05
3725825,774UP37-SG,""SDL UP 7.74% 2037"",NSE,EQ,NSE,1,0.05
2971393,774WB39-SG,""SDL WB 7.74% 2039"",NSE,EQ,NSE,1,0.05
3751681,774WB41-SG,""SDL WB 7.74% 2041"",NSE,EQ,NSE,1,0.05
3752449,774WB43-SG,""SDL WB 7.74% 2043"",NSE,EQ,NSE,1,0.05
3010561,775AP29-SG,""SDL AP 7.75% 2029"",NSE,EQ,NSE,1,0.05
3792897,775CG31-SG,""SDL CG 7.75% 2031"",NSE,EQ,NSE,1,0.05
7565057,775CIT38-N0,"",NSE,EQ,NSE,1,0.05
5209089,775GA33-SG,""SDL GA 7.75% 2033"",NSE,EQ,NSE,1,0.05
2918401,775GJ32-SG,""SDL GJ 7.75% 2032"",NSE,EQ,NSE,1,0.05
3793409,775HP32-SG,""SDL HP 7.75% 2032"",NSE,EQ,NSE,1,0.05
5048833,775HR35-SG,""SDL HR 7.75% 2035"",NSE,EQ,NSE,1,0.05
5210369,775HR35A-SG,""SDL HR 7.75% 2035"",NSE,EQ,NSE,1,0.05
6385153,775LICH29-N0,"",NSE,EQ,NSE,1,0.05
7117569,775LTFL27-N0,"",NSE,EQ,NSE,1,0.05
3794177,775NL33-SG,""SDL NL 7.75% 2033"",NSE,EQ,NSE,1,0.05
7716353,775PFCL26A-N0,"",NSE,EQ,NSE,1,0.05
4988417,775PN36-SG,""SDL PN 7.75% 2036"",NSE,EQ,NSE,1,0.05
2760193,775PN42-SG,""SDL PN 7.75% 2042"",NSE,EQ,NSE,1,0.05
5210625,775RJ35-SG,""SDL RJ 7.75% 2035"",NSE,EQ,NSE,1,0.05
5095169,775RJ36-SG,""SDL RJ 7.75% 2036"",NSE,EQ,NSE,1,0.05
7149569,775SFL26-N0,"",NSE,EQ,NSE,1,0.05
5565697,775SIDBI27-N1,"",NSE,EQ,NSE,1,0.05
3794433,775SK33-SG,""SDL SK 7.75% 2033"",NSE,EQ,NSE,1,0.05
4987649,775SK33A-SG,""SDL SK 7.75% 2033"",NSE,EQ,NSE,1,0.05
5658625,775TN30-SG,""SDL TN 7.75% 2030"",NSE,EQ,NSE,1,0.05
2726657,775TN32-SG,""SDL TN 7.75% 2032"",NSE,EQ,NSE,1,0.05
5049601,775TS37-SG,""SDL TS 7.75% 2037"",NSE,EQ,NSE,1,0.05
5209345,775UP33-SG,""SDL UP 7.75% 2033"",NSE,EQ,NSE,1,0.05
5209857,775UP34-SG,""SDL UP 7.75% 2034"",NSE,EQ,NSE,1,0.05
3696897,775UP35-SG,""SDL UP 7.75% 2035"",NSE,EQ,NSE,1,0.05
3697153,775UP38-SG,""SDL UP 7.75% 2038"",NSE,EQ,NSE,1,0.05
3698177,775WB39-SG,""SDL WB 7.75% 2039"",NSE,EQ,NSE,1,0.05
2416129,776AP32-SG,""SDL AP 7.76% 2032"",NSE,EQ,NSE,1,0.05
5049857,776AP37-SG,""SDL AP 7.76% 2037"",NSE,EQ,NSE,1,0.05
6936065,776FEDB34-N0,"",NSE,EQ,NSE,1,0.05
2620161,776HP30-SG,""SDL HP 7.76% 2030"",NSE,EQ,NSE,1,0.05
3748097,776HP33-SG,""SDL HP 7.76% 2033"",NSE,EQ,NSE,1,0.05
3037953,776HR30-SG,""SDL HR 7.76% 2030"",NSE,EQ,NSE,1,0.05
5445633,776KL35-SG,""SDL KL 7.76% 2035"",NSE,EQ,NSE,1,0.05
2757889,776KL38-SG,""SDL KL 7.76% 2038"",NSE,EQ,NSE,1,0.05
3802881,776KL51-SG,""SDL KL 7.76% 2051"",NSE,EQ,NSE,1,0.05
3804417,776KL58-SG,""SDL KL 7.76% 2058"",NSE,EQ,NSE,1,0.05
2915841,776MH30-SG,""SDL MH 7.76% 2030"",NSE,EQ,NSE,1,0.05
3681025,776MN35-SG,""SDL MN 7.76% 2035"",NSE,EQ,NSE,1,0.05
5050113,776MP37-SG,""SDL MP 7.76% 2037"",NSE,EQ,NSE,1,0.05
5211393,776MP37A-SG,""SDL MP 7.76% 2037"",NSE,EQ,NSE,1,0.05
2418945,776PN37-SG,""SDL PN 7.76% 2037"",NSE,EQ,NSE,1,0.05
6116353,776TIL34-N1,"",NSE,EQ,NSE,1,0.05
3804161,776TN53-SG,""SDL TN 7.76% 2053"",NSE,EQ,NSE,1,0.05
3793921,776UK33-SG,""SDL UK 7.76% 2033"",NSE,EQ,NSE,1,0.05
5210881,777AP35-SG,""SDL AP 7.77% 2035"",NSE,EQ,NSE,1,0.05
3671297,777AP40-SG,""SDL AP 7.77% 2040"",NSE,EQ,NSE,1,0.05
2501377,777GJ31-SG,""SDL GJ 7.77% 2031"",NSE,EQ,NSE,1,0.05
2677505,777GJ32-SG,""SDL GJ 7.77% 2032"",NSE,EQ,NSE,1,0.05
2726913,777HR32-SG,""SDL HR 7.77% 2032"",NSE,EQ,NSE,1,0.05
3795201,777HR33-SG,""SDL HR 7.77% 2033"",NSE,EQ,NSE,1,0.05
5446657,777HR36-SG,""SDL HR 7.77% 2036"",NSE,EQ,NSE,1,0.05
5454849,777IREDA27-N9,"",NSE,EQ,NSE,1,0.05
3695873,777JK35-SG,""SDL JK 7.77% 2035"",NSE,EQ,NSE,1,0.05
2970625,777JK37-SG,""SDL JK 7.77% 2037"",NSE,EQ,NSE,1,0.05
5212417,777MN38-SG,""SDL MN 7.77% 2038"",NSE,EQ,NSE,1,0.05
3699457,777MP43-SG,""SDL MP 7.77% 2043"",NSE,EQ,NSE,1,0.05
3801601,777MP47-SG,""SDL MP 7.77% 2047"",NSE,EQ,NSE,1,0.05
5048321,777PN33-SG,""SDL PN 7.77% 2033"",NSE,EQ,NSE,1,0.05
5221633,777PN36-SG,""SDL PN 7.77% 2036"",NSE,EQ,NSE,1,0.05
2723329,777RJ32-SG,""SDL RJ 7.77% 2032"",NSE,EQ,NSE,1,0.05
3748353,777RJ33-SG,""SDL RJ 7.77% 2033"",NSE,EQ,NSE,1,0.05
193907969,778ABSL35-N0,"",NSE,EQ,NSE,1,0.05
193955585,778AIFL30-N0,"",NSE,EQ,NSE,1,0.05
2419201,778AP41-SG,""SDL AP 7.78% 2041"",NSE,EQ,NSE,1,0.05
2419457,778AP42-SG,""SDL AP 7.78% 2042"",NSE,EQ,NSE,1,0.05
5445121,778AS34-SG,""SDL AS 7.78% 2034"",NSE,EQ,NSE,1,0.05
5055233,778BR31-SG,""SDL BR 7.78% 2031"",NSE,EQ,NSE,1,0.05
5614849,778MH29-SG,""SDL MH 7.78% 2029"",NSE,EQ,NSE,1,0.05
2989569,778MH30-SG,""SDL MH 7.78% 2030"",NSE,EQ,NSE,1,0.05
2644481,778ML31-SG,""SDL ML 7.78% 2031"",NSE,EQ,NSE,1,0.05
2918657,778MZ32-SG,""SDL MZ 7.78% 2032"",NSE,EQ,NSE,1,0.05
2891265,778MZ37-SG,""SDL MZ 7.78% 2037"",NSE,EQ,NSE,1,0.05
5904129,778NHB27-NA,"",NSE,EQ,NSE,1,0.05
5221121,778NL33-SG,""SDL NL 7.78% 2033"",NSE,EQ,NSE,1,0.05
5418241,778PN37-SG,""SDL PN 7.78% 2037"",NSE,EQ,NSE,1,0.05
5446913,778PY36-SG,""SDL PY 7.78% 2036"",NSE,EQ,NSE,1,0.05
3794945,778RJ33-SG,""SDL RJ 7.78% 2033"",NSE,EQ,NSE,1,0.05
6984193,778SHFL28-N0,"",NSE,EQ,NSE,1,0.05
3749633,778TS34-SG,""SDL TS 7.78% 2034"",NSE,EQ,NSE,1,0.05
3750145,778UP35-SG,""SDL UP 7.78% 2035"",NSE,EQ,NSE,1,0.05
3750657,778UP36-SG,""SDL UP 7.78% 2036"",NSE,EQ,NSE,1,0.05
6640385,7798LTFH29-N0,"",NSE,EQ,NSE,1,0.05
2677249,779AP31-SG,""SDL AP 7.79% 2031"",NSE,EQ,NSE,1,0.05
3798785,779HP38-SG,""SDL HP 7.79% 2038"",NSE,EQ,NSE,1,0.05
3750401,779JK35-SG,""SDL JK 7.79% 2035"",NSE,EQ,NSE,1,0.05
7588609,779LTFL30-N0,"",NSE,EQ,NSE,1,0.05
5211137,779PN36-SG,""SDL PN 7.79% 2036"",NSE,EQ,NSE,1,0.05
5212161,779PN37-SG,""SDL PN 7.79% 2037"",NSE,EQ,NSE,1,0.05
5418497,779PN38-SG,""SDL PN 7.79% 2038"",NSE,EQ,NSE,1,0.05
2919425,779RJ32-SG,""SDL RJ 7.79% 2032"",NSE,EQ,NSE,1,0.05
5335809,779SIDBI27-N0,"",NSE,EQ,NSE,1,0.05
2919681,779TN32-SG,""SDL TN 7.79% 2032"",NSE,EQ,NSE,1,0.05
3796225,779UP33-SG,""SDL UP 7.79% 2033"",NSE,EQ,NSE,1,0.05
5095681,779WB40-SG,""SDL WB 7.79% 2040"",NSE,EQ,NSE,1,0.05
3698433,779WB42-SG,""SDL WB 7.79% 2042"",NSE,EQ,NSE,1,0.05
3675905,77AP28-SG,""SDL AP 7.7% 2028"",NSE,EQ,NSE,1,0.05
3691777,77AP29-SG,""SDL AP 7.7% 2029"",NSE,EQ,NSE,1,0.05
5219841,77AP29A-SG,""SDL AP 7.7% 2029"",NSE,EQ,NSE,1,0.05
3652609,77AP30-SG,""SDL AP 7.7% 2030"",NSE,EQ,NSE,1,0.05
3746817,77AP30A-SG,""SDL AP 7.7% 2030"",NSE,EQ,NSE,1,0.05
3829249,77AP32-SG,""SDL AP 7.7% 2032"",NSE,EQ,NSE,1,0.05
5243393,77AP38-SG,""SDL AP 7.7% 2038"",NSE,EQ,NSE,1,0.05
5587201,77AP42-SG,""SDL AP 7.7% 2042"",NSE,EQ,NSE,1,0.05
5050881,77AP43-SG,""SDL AP 7.7% 2043"",NSE,EQ,NSE,1,0.05
5419009,77AP43A-SG,""SDL AP 7.7% 2043"",NSE,EQ,NSE,1,0.05
4997633,77BR31-SG,""SDL BR 7.7% 2031"",NSE,EQ,NSE,1,0.05
3148801,77BR32-SG,""SDL BR 7.7% 2032"",NSE,EQ,NSE,1,0.05
5177857,77BR38-SG,""SDL BR 7.7% 2038"",NSE,EQ,NSE,1,0.05
4987137,77GA33-SG,""SDL GA 7.7% 2033"",NSE,EQ,NSE,1,0.05
5096961,77GA33A-SG,""SDL GA 7.7% 2033"",NSE,EQ,NSE,1,0.05
5163777,77GA33B-SG,""SDL GA 7.7% 2033"",NSE,EQ,NSE,1,0.05
3557377,77HP36-SG,""SDL HP 7.7% 2036"",NSE,EQ,NSE,1,0.05
3558657,77HP38-SG,""SDL HP 7.7% 2038"",NSE,EQ,NSE,1,0.05
3624705,77HR31-SG,""SDL HR 7.7% 2031"",NSE,EQ,NSE,1,0.05
3720193,77HR32-SG,""SDL HR 7.7% 2032"",NSE,EQ,NSE,1,0.05
3149569,77HR34-SG,""SDL HR 7.7% 2034"",NSE,EQ,NSE,1,0.05
877569,77IGT28-NE,"",NSE,EQ,NSE,1,0.05
3428353,77JK37-SG,""SDL JK 7.7% 2037"",NSE,EQ,NSE,1,0.05
5096705,77KA33-SG,""SDL KA 7.7% 2033"",NSE,EQ,NSE,1,0.05
5019137,77KA34-SG,""SDL KA 7.7% 2034"",NSE,EQ,NSE,1,0.05
